sepal_length,sepal_width,petal_length,petal_width,target
1.931580316505452,10.291035415425466,13.554644791192342,12.148888490093986,2
1.7471568590646864,1.4091707745073618,2.851825039136815,14.847429391079126,0
10.65238173170105,14.95726881643812,1.0728484205290183,0.38682929780427366,1
12.45282007783291,14.904408693610257,7.102920600979711,3.4869928235456666,0
5.1700848807551845,4.027383319389859,5.391179980207658,2.3799040086913177,1
6.3,2.5,5.0,1.9,2
5.6,2.7,4.2,1.3,1
0.9617228568600034,11.296806679613923,8.866112545512621,3.0471268122233894,0
7.7,3.0,6.1,2.3,2
7.7,3.8,6.7,2.2,2
7.6,3.0,6.6,2.1,2
6.0,2.9,4.5,1.5,1
11.601431762321825,6.1867454653725575,12.981278902110816,13.456604688645358,0
5.8,2.7,4.1,1.0,1
7.628692020949487,1.413649483297879,13.461501631495825,2.404019313898644,2
4.7,3.2,1.6,0.2,0
5.279025481366501,7.383766929250364,13.23684590128115,12.116634376279391,2
6.7,2.5,5.8,1.8,2
10.803549605458455,7.077290972931191,8.806887089883043,7.264271955639501,2
5.4,3.4,1.5,0.4,0
10.38744085289386,4.807856295878371,5.343683775387497,14.158735691502201,1
5.1,3.8,1.6,0.2,0
12.677133603544604,13.932861611003654,8.557749443242745,12.278460501361634,0
7.226701730840274,11.947910280512295,4.293769612285771,4.278709625017631,2
5.5,2.4,3.7,1.0,1
6.3,2.9,5.6,1.8,2
6.4,2.7,5.3,1.9,2
3.810992447438985,6.569284783756258,13.564564454509844,0.12832849903017196,0
0.11879927494356735,9.311922546927756,3.068800667920909,12.205962197130127,1
6.651228015196243,12.58634859066127,7.851270825274651,6.404483943958168,2
4.96013879383464,2.2878258600333594,11.069383925222473,5.430655843150902,2
4.627921918621626,12.16665672926737,6.113982013813874,5.1909116340741095,2
6.1,3.0,4.6,1.4,1
5.7,4.4,1.5,0.4,0
6.9,3.1,5.4,2.1,2
6.2,3.4,5.4,2.3,2
5.7,2.6,3.5,1.0,1
0.5444970399800209,11.677860429353274,3.323196489141809,9.145222351384863,2
13.986748244803797,10.318665402411385,13.725336217597274,10.247824560427826,1
5.9,3.2,4.8,1.8,1
9.314363852259508,13.387461992374057,7.447560156534976,5.426595557434687,1
9.053450383553098,7.541875554023171,3.9755827297348563,1.3627393847219231,1
13.290585054881387,1.9870267318506973,13.760219779273427,11.298650741534953,2
14.345821809503883,5.720662345705377,10.43755157466206,13.850856191439787,0
4.9,3.0,1.4,0.2,0
5.1,3.5,1.4,0.3,0
5.8,2.7,5.1,1.9,2
7.4403930949993775,12.492532515329135,2.107503383831148,5.2471044750467435,2
4.5,2.3,1.3,0.3,0
12.893632390276887,7.971079928119634,12.367001506465927,5.844021868430244,0
6.767591317822819,6.310969007285619,9.594145407263426,1.0778399750316914,2
5.6,2.9,3.6,1.3,1
6.3,3.3,6.0,2.5,2
5.7,2.8,4.5,1.3,1
5.1,3.5,1.4,0.2,0
5.9,3.0,5.1,1.8,2
5.7,2.8,4.1,1.3,1
6.3,3.4,5.6,2.4,2
4.6,3.2,1.4,0.2,0
5.637282892999501,14.867377250236755,13.435050348984381,9.88521439679193,2
8.428055530258376,6.43027018469077,1.0042626318152865,6.086581558423174,0
4.910456044578807,8.711620914393166,9.581160542255663,8.602117155278226,0
9.004770125594016,8.213925889578633,10.729791809236174,13.975572406402941,0
9.066803011970054,12.135625602756063,2.245204119919128,10.332094171410803,0
6.0,2.7,5.1,1.6,1
11.569491745941496,12.530648473638635,1.0677637485556262,6.502313585310714,1
10.867458184761029,7.679624543046327,11.471442596994171,0.984190829661496,0
0.09551426557258935,10.229453217007677,13.850709287483301,4.6897210114771175,0
6.923102700427705,13.383369474743413,10.589717078235633,11.421744448445004,2
6.4,3.2,5.3,2.3,2
5.1,3.4,1.5,0.2,0
5.1,3.3,1.7,0.5,0
5.0,3.6,1.4,0.2,0
9.202088569020274,13.851864345025737,7.745977546065425,1.0983390762858114,2
5.8,2.7,3.9,1.2,1
7.2,3.0,5.8,1.6,2
5.5,2.4,3.8,1.1,1
10.032153711872374,6.237877638454803,6.394595813726649,13.171335753230327,2
6.3,2.7,4.9,1.8,2
10.437781600911475,13.803532897549644,5.717171763715935,1.618835722609171,1
1.2263817954911072,12.173394788233281,11.44793969381601,13.03778585557768,2
5.70915140625364,7.880550564956239,10.345727025279727,12.348887956372606,1
1.1224526523052414,5.6548028887892015,14.352775730701872,0.4570206728500914,2
14.700839666444285,10.567089280326734,0.8173600563531275,14.12110647256852,2
6.9,3.2,5.7,2.3,2
5.2,4.1,1.5,0.1,0
7.2,3.6,6.1,2.5,2
0.6981025951013625,4.662052688264879,9.628207378072112,13.650557581466309,1
6.7,3.1,4.7,1.5,1
4.8,3.1,1.6,0.2,0
6.2,2.9,4.3,1.3,1
6.5,3.2,5.1,2.0,2
5.1,3.8,1.9,0.4,0
4.3,3.0,1.1,0.1,0
11.338379643258696,14.943504638768294,7.671369983642513,9.173754314982254,1
5.162466846415869,4.398307130658666,4.16692271503912,12.0402436178491,1
6.8,3.0,5.5,2.1,2
13.266916067065711,1.1877880380772754,5.928029761523109,6.798139138778263,0
6.2,2.8,4.8,1.8,2
5.4,3.9,1.7,0.4,0
3.1731628737055977,14.39931180193271,9.723355782943969,5.6903371255706725,2
11.360097608735549,4.860573173679695,13.106624264653211,10.80326169658734,1
7.2,3.2,6.0,1.8,2
3.9454375984116634,14.862198059902687,12.53189508672052,2.380356741068062,2
5.3,3.7,1.5,0.2,0
5.350983452342584,3.7067954378188173,0.9153734098252914,6.813049735799904,1
0.8097494956821233,2.3879653250766326,4.214879181056286,6.365563142424867,2
5.7,3.0,4.2,1.2,1
9.702326141472028,13.801520497739983,9.635139335899577,4.25253240186181,0
10.803879545342282,5.738482659125421,3.3048879033796412,6.61953561493886,0
5.2,3.5,1.5,0.2,0
